time,temperature_2m_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h),shortwave_radiation_sum (MJ/m²),sunshine_duration (s),relative_humidity_2m_mean (%),pressure_msl_mean (hPa)
2025-02-09,-7.5,-7.0,-14.3,0.00,0.00,0.00,9.0,16.6,5.07,28800.00,86,1044.9
2025-02-10,-6.1,-6.3,-14.3,0.00,0.00,0.00,7.6,15.5,3.75,18936.34,85,1041.8
2025-02-11,-3.1,-6.5,-8.6,0.00,0.00,0.00,14.0,24.1,2.09,1343.05,88,1042.4
2025-02-12,-4.6,-8.3,-10.8,0.10,0.00,0.07,15.5,28.1,1.83,231.54,88,1032.1
2025-02-13,-5.0,-7.8,-10.2,5.00,0.00,3.50,11.2,21.2,1.51,0.00,90,1021.7
2025-02-14,-6.4,-9.1,-13.1,1.30,0.00,0.91,16.2,28.8,3.19,14839.61,87,1018.1
2025-02-15,-8.9,-10.5,-16.0,0.80,0.00,0.56,10.1,19.1,3.69,22862.79,86,1016.3
2025-02-16,-10.3,-12.3,-19.4,1.00,0.00,0.70,11.5,20.2,4.30,26006.83,86,1016.0
2025-02-17,-11.2,-11.8,-20.2,0.30,0.00,0.21,12.6,22.0,4.21,27720.19,87,1015.3
2025-02-18,-7.5,-10.3,-15.2,2.30,0.00,1.61,20.2,34.6,3.81,20116.58,87,1015.0
2025-02-19,-6.2,-8.8,-12.9,0.70,0.00,0.49,15.8,28.1,4.99,25083.85,88,1022.9
2025-02-20,-9.5,-6.9,-20.8,0.00,0.00,0.00,12.2,19.4,6.44,31984.74,88,1031.6
2025-02-21,-4.0,-7.1,-13.5,0.00,0.00,0.00,22.3,38.2,6.00,30000.68,82,1032.4
2025-02-22,-3.6,-7.2,-9.6,0.00,0.00,0.00,21.2,38.2,3.14,8704.19,76,1030.4
2025-02-23,-2.0,-4.5,-8.6,0.00,0.00,0.00,16.6,28.4,5.10,27421.49,76,1029.8
2025-02-24,-3.0,-3.5,-11.6,0.00,0.00,0.00,13.0,21.6,5.84,21600.00,81,1026.7
2025-02-25,-1.7,-3.6,-9.0,0.00,0.00,0.00,14.8,25.6,5.11,28367.49,76,1021.3
2025-02-26,-0.7,-2.2,-8.0,0.20,0.20,0.00,17.3,30.2,4.82,17662.65,81,1018.0
2025-02-27,0.6,-1.5,-4.5,0.30,0.30,0.00,13.0,23.0,3.44,10704.17,86,1021.3
2025-02-28,-0.2,-1.4,-4.7,1.50,0.00,1.05,8.6,15.1,2.81,3202.03,87,1021.5
2025-03-01,0.6,-0.8,-3.3,0.00,0.00,0.00,9.0,16.2,4.12,14113.53,93,1023.1
2025-03-02,0.2,-2.8,-5.0,0.40,0.30,0.07,22.3,38.5,2.61,419.56,91,1015.1
2025-03-03,1.0,-2.4,-4.4,7.40,7.40,0.00,22.3,38.5,2.15,3041.43,94,1002.9
2025-03-04,1.7,-2.7,-4.9,6.10,6.10,0.00,31.3,55.8,1.83,737.35,89,995.9
2025-03-05,0.9,-1.3,-6.0,3.50,3.30,0.14,24.1,42.5,0.86,0.00,92,996.5
2025-03-06,4.6,1.7,-1.0,1.10,1.10,0.00,29.9,55.1,0.49,0.00,96,995.7
2025-03-07,2.9,1.2,-3.9,0.00,0.00,0.00,24.1,46.4,7.48,32400.00,84,1011.0
2025-03-08,2.5,1.3,-4.4,0.10,0.10,0.00,23.4,43.2,3.15,3185.08,92,1013.5
2025-03-09,2.0,1.0,-4.7,0.00,0.00,0.00,15.5,30.6,9.59,34265.71,79,1015.2
2025-03-10,1.9,1.6,-3.5,0.00,0.00,0.00,14.0,27.4,5.88,22056.06,78,1011.7
2025-03-11,1.1,0.9,-5.2,0.00,0.00,0.00,16.6,31.0,5.91,16790.68,86,998.9
2025-03-12,-1.4,-4.6,-7.3,0.00,0.00,0.00,15.1,27.7,5.96,20839.17,79,1003.4
2025-03-13,-0.4,-2.2,-6.3,4.20,3.90,0.21,14.0,25.6,1.32,0.00,92,998.9
2025-03-14,-1.2,-2.7,-8.8,7.70,1.70,4.20,25.6,47.5,3.82,13055.79,84,993.6
2025-03-15,-1.0,-4.1,-8.6,1.20,0.00,0.84,27.0,46.4,12.41,36853.75,73,1011.9
2025-03-16,-1.0,-4.1,-10.7,2.90,1.70,0.84,28.8,50.0,4.42,14265.13,73,1004.3
2025-03-17,-3.4,-5.5,-12.5,0.80,0.00,0.56,20.2,37.1,12.47,35946.29,74,1013.7
2025-03-18,-0.5,-2.2,-6.2,1.40,0.10,0.91,14.4,24.5,5.28,7024.31,90,1011.4
2025-03-19,2.4,-1.5,-4.4,0.00,0.00,0.00,26.3,47.9,12.02,35611.69,75,1008.8
2025-03-20,1.4,0.4,-5.5,0.00,0.00,0.00,14.4,27.4,8.11,23161.93,86,1017.5
2025-03-21,0.7,-1.7,-6.6,0.10,0.10,0.00,13.7,23.8,4.00,11826.20,86,1024.0
2025-03-22,-1.0,0.2,-9.7,0.00,0.00,0.00,9.0,19.4,14.35,43134.52,66,1037.1
2025-03-23,-0.0,2.0,-9.3,0.00,0.00,0.00,9.4,20.9,13.77,42449.21,67,1034.9
2025-03-24,1.1,1.1,-7.9,6.60,6.60,0.00,22.7,41.0,8.52,26508.26,79,1023.1
2025-03-25,3.5,2.1,-3.1,1.20,1.20,0.00,21.2,38.9,5.21,8232.73,89,1010.3
2025-03-26,3.9,4.3,-0.8,3.60,3.60,0.00,16.2,32.8,4.19,2061.39,92,1009.3
2025-03-27,2.7,3.9,-4.4,0.00,0.00,0.00,10.4,20.5,15.11,41769.55,76,1014.2
2025-03-28,4.3,4.1,-3.4,0.00,0.00,0.00,18.7,46.8,9.13,23054.12,78,1014.1
2025-03-29,8.0,9.0,1.7,0.00,0.00,0.00,18.4,38.2,12.52,36000.00,81,1016.7
2025-03-30,7.4,10.3,-2.1,0.00,0.00,0.00,17.3,39.6,14.59,39600.00,75,1012.2
2025-03-31,7.2,9.5,-0.4,0.00,0.00,0.00,10.8,30.6,11.11,35235.69,74,1018.1
2025-04-01,7.1,10.2,-2.0,0.00,0.00,0.00,16.6,33.1,15.26,43200.00,76,1023.6
2025-04-02,6.7,10.4,-2.6,0.00,0.00,0.00,19.8,39.6,15.69,43200.00,74,1023.3
2025-04-03,7.9,10.2,-1.3,0.00,0.00,0.00,19.4,34.2,13.68,38462.05,71,1019.4
2025-04-04,5.0,3.4,-2.5,0.00,0.00,0.00,27.7,53.6,12.48,30545.63,66,1007.1
2025-04-05,-0.4,-2.3,-7.5,2.30,1.80,0.35,22.3,42.8,13.08,35392.22,66,1012.7
2025-04-06,-1.2,-2.7,-8.7,0.00,0.00,0.00,13.0,27.7,15.64,44196.73,61,1019.3
2025-04-07,-0.0,-0.7,-8.5,0.00,0.00,0.00,17.6,33.1,12.99,37972.39,67,1017.3
2025-04-08,0.2,-3.4,-7.3,0.20,0.00,0.14,23.0,45.4,18.12,45023.32,57,1020.9
2025-04-09,-1.0,-3.0,-7.6,3.40,2.80,0.42,25.9,48.6,2.49,2047.14,82,1004.0
2025-04-10,-1.5,-4.3,-8.5,0.80,0.00,0.56,22.3,40.3,12.62,34546.06,71,1006.6
2025-04-11,-1.6,-4.0,-9.4,3.30,0.60,1.89,26.6,48.6,4.98,7397.78,79,999.1
2025-04-12,-2.3,-3.3,-10.8,1.50,0.00,1.05,26.6,49.3,4.50,11063.24,83,1006.8
2025-04-13,3.4,6.2,-6.1,0.00,0.00,0.00,16.6,29.9,18.91,44238.93,81,1011.8
2025-04-14,6.7,9.2,-3.8,0.40,0.40,0.00,24.1,43.9,12.80,29395.57,85,1011.3
2025-04-15,10.4,12.6,2.2,0.60,0.60,0.00,15.1,32.4,18.59,43094.43,82,1016.5
2025-04-16,9.7,15.7,-1.8,0.00,0.00,0.00,16.2,32.0,16.69,48768.93,75,1023.1
2025-04-17,8.7,8.5,5.8,0.10,0.10,0.00,9.7,24.1,1.19,0.00,92,1018.6
2025-04-18,11.7,17.9,6.0,0.00,0.00,0.00,7.6,18.0,14.28,34745.17,89,1014.4
2025-04-19,15.2,24.1,5.7,2.50,2.50,0.00,16.9,51.1,15.97,35168.84,81,1008.5
2025-04-20,8.0,11.1,2.3,9.70,9.70,0.00,14.0,27.7,1.62,109.26,97,1009.1
2025-04-21,6.5,7.3,1.0,5.60,5.60,0.00,14.4,27.4,2.76,0.00,97,1010.2
2025-04-22,7.0,8.8,0.5,0.00,0.00,0.00,14.0,28.1,8.39,8020.37,86,1017.6
2025-04-23,7.0,5.6,3.3,3.60,3.60,0.00,16.2,31.3,5.35,3600.00,89,1013.9
2025-04-24,5.3,4.1,-1.0,1.10,1.10,0.00,17.3,34.9,9.62,23701.76,80,1016.1
2025-04-25,1.7,0.2,-3.8,2.40,2.40,0.00,15.5,33.5,8.49,19558.28,81,1014.8
2025-04-26,1.9,-0.6,-4.7,2.90,2.90,0.00,21.2,41.4,13.26,34339.82,78,1018.0
2025-04-27,2.1,1.8,-6.0,0.00,0.00,0.00,14.4,32.8,23.51,50400.00,56,1026.6
2025-04-28,4.2,4.0,-3.2,2.30,2.30,0.00,20.5,38.2,5.64,9321.60,82,1019.0
2025-04-29,6.1,3.4,-0.5,9.60,9.60,0.00,22.0,39.6,1.06,0.00,93,1004.9
2025-04-30,3.5,3.4,-4.4,0.00,0.00,0.00,16.6,31.7,13.96,32733.06,66,1014.8
2025-05-01,3.7,6.0,-5.3,0.00,0.00,0.00,11.5,26.6,25.45,52489.61,56,1018.9
2025-05-02,7.2,8.9,-2.8,0.00,0.00,0.00,22.7,40.3,20.39,47860.49,65,1014.6
2025-05-03,9.6,7.5,3.2,3.40,3.40,0.00,23.0,45.0,16.47,34045.02,71,996.6
2025-05-04,7.4,7.3,0.4,0.20,0.20,0.00,15.5,33.1,17.86,47723.84,66,999.2
2025-05-05,3.7,1.6,-3.6,0.40,0.40,0.00,20.5,38.9,16.03,35120.72,65,1003.8
2025-05-06,4.7,5.4,-2.6,4.30,4.30,0.00,16.6,40.7,7.34,337.49,79,1007.8
2025-05-07,2.3,1.2,-2.7,5.50,5.50,0.00,21.6,41.0,3.29,0.00,94,1011.4
2025-05-08,2.5,2.3,-4.5,4.80,4.80,0.00,19.8,36.4,3.18,0.00,84,1013.4
2025-05-09,5.5,5.9,-3.2,0.00,0.00,0.00,19.1,39.2,25.31,54394.45,67,1014.8
2025-05-10,5.1,4.5,-2.8,0.00,0.00,0.00,18.4,37.4,21.16,56012.82,64,1018.7
2025-05-11,3.7,4.0,-3.8,0.20,0.20,0.00,20.5,40.0,9.43,21926.76,75,1016.8
2025-05-12,7.5,10.0,-2.0,0.00,0.00,0.00,15.5,33.1,26.04,57115.24,69,1015.6
2025-05-13,8.6,10.7,-0.4,0.10,0.10,0.00,12.2,38.2,18.11,43463.55,67,1013.2
2025-05-14,6.7,7.5,-0.8,1.90,1.90,0.00,17.3,39.2,6.06,4199.16,86,1003.0
2025-05-15,9.7,11.5,3.5,0.00,0.00,0.00,19.1,35.3,16.44,38000.90,82,1005.2
2025-05-16,11.5,14.0,3.3,2.20,2.20,0.00,19.8,51.5,14.64,32672.19,79,1011.9
2025-05-17,10.8,13.0,2.9,1.60,1.60,0.00,13.0,25.2,22.65,56251.29,71,1015.7
2025-05-18,12.5,15.1,5.7,0.00,0.00,0.00,19.1,35.3,8.88,7839.90,77,1012.0
2025-05-19,12.6,13.4,4.7,0.00,0.00,0.00,19.8,41.4,26.19,49576.98,62,1009.4
2025-05-20,12.7,15.9,2.5,0.00,0.00,0.00,23.0,43.9,25.33,54000.00,61,1001.2
2025-05-21,10.7,11.4,2.9,0.30,0.30,0.00,14.8,34.6,27.55,57600.00,57,1003.9
2025-05-22,11.6,15.1,4.1,0.30,0.30,0.00,18.4,36.4,9.98,12639.88,73,1008.2
2025-05-23,15.3,20.1,8.5,3.30,3.30,0.00,20.5,42.8,16.62,34752.85,83,1010.2
2025-05-24,12.0,17.3,7.4,5.50,5.50,0.00,18.4,46.4,7.82,11199.77,89,1015.8
2025-05-25,12.3,13.9,8.5,3.50,3.50,0.00,16.2,47.5,5.73,8732.86,90,1014.9
2025-05-26,11.1,14.0,5.9,13.00,13.00,0.00,18.7,35.3,1.05,0.00,96,1013.5
2025-05-27,15.5,17.3,11.2,2.90,2.90,0.00,17.3,33.1,17.70,33071.91,81,1013.5
2025-05-28,14.2,15.5,12.1,1.20,1.20,0.00,9.4,19.1,5.62,467.95,92,1015.1
2025-05-29,17.4,20.2,14.6,2.50,2.50,0.00,17.6,37.1,10.82,16407.85,84,1010.2
2025-05-30,16.3,20.4,13.3,2.70,2.70,0.00,11.9,31.0,7.82,6160.97,87,1008.0
2025-05-31,14.3,15.1,7.9,4.60,4.60,0.00,16.6,41.4,13.94,26542.98,81,1007.0
2025-06-01,12.4,12.7,5.1,0.00,0.00,0.00,20.9,43.9,27.52,59754.62,63,1012.1
2025-06-02,13.3,16.5,3.8,2.70,2.70,0.00,17.3,36.4,17.61,36591.87,75,1010.4
2025-06-03,14.3,16.3,9.3,1.40,1.40,0.00,21.6,48.6,21.72,49543.95,81,1008.8
2025-06-04,14.2,18.3,6.2,0.00,0.00,0.00,13.3,29.9,28.92,60189.41,72,1012.9
2025-06-05,15.0,18.5,5.8,4.30,4.30,0.00,18.0,35.6,11.78,25138.60,82,1010.7
2025-06-06,16.2,20.5,12.0,0.20,0.20,0.00,10.8,23.0,13.54,16632.05,79,1008.1
2025-06-07,16.3,18.2,11.9,3.20,3.20,0.00,19.4,39.2,17.32,32053.32,77,1007.4
2025-06-08,15.3,16.9,12.5,4.50,4.50,0.00,15.8,31.3,8.38,18044.41,85,1005.9
2025-06-09,12.0,14.5,8.7,26.90,26.90,0.00,15.1,30.2,2.97,0.00,95,1002.1
2025-06-10,13.1,15.2,8.6,5.80,5.80,0.00,18.0,38.2,14.99,27339.84,86,1008.5
2025-06-11,12.9,15.5,7.6,5.10,5.10,0.00,13.0,27.4,14.98,29183.07,83,1013.7
2025-06-12,14.0,17.7,8.1,0.60,0.60,0.00,15.5,37.4,18.95,41076.73,82,1014.0
2025-06-13,14.4,15.0,10.5,0.80,0.80,0.00,22.7,45.0,12.78,19703.18,83,1020.3
2025-06-14,15.6,18.1,8.8,0.00,0.00,0.00,20.2,38.9,29.33,61175.06,67,1022.3
2025-06-15,17.7,23.1,8.7,0.00,0.00,0.00,18.0,37.8,28.68,60945.39,62,1015.5
2025-06-16,18.5,22.4,13.4,0.00,0.00,0.00,11.9,22.3,14.59,20251.78,71,1010.3
2025-06-17,15.5,18.2,14.9,1.90,1.90,0.00,8.3,15.8,3.12,0.00,90,1006.7
2025-06-18,15.5,16.8,12.3,1.50,1.50,0.00,13.3,29.2,11.70,15769.45,82,1004.4
2025-06-19,12.8,13.6,9.6,3.50,3.50,0.00,18.7,34.9,2.42,0.00,93,999.0
2025-06-20,12.6,12.1,5.9,3.10,3.10,0.00,28.4,52.2,19.92,40258.17,74,1006.9
2025-06-21,12.8,16.2,7.4,8.60,8.60,0.00,18.4,40.0,10.41,18720.13,79,1011.4
2025-06-22,12.3,12.7,7.4,11.30,11.30,0.00,22.3,43.9,15.11,32447.99,82,1010.1
2025-06-23,13.6,16.9,4.3,0.00,0.00,0.00,14.0,29.5,26.03,52867.25,68,1011.3
2025-06-24,13.5,12.8,9.9,8.80,8.80,0.00,23.4,47.9,5.34,13860.28,85,995.4
2025-06-25,12.6,12.3,9.4,11.00,11.00,0.00,20.5,41.4,3.38,7207.74,92,988.7
2025-06-26,12.8,12.1,9.2,1.80,1.80,0.00,19.1,36.4,8.72,4108.10,85,1001.9
2025-06-27,15.0,18.6,7.2,0.00,0.00,0.00,9.7,21.6,24.12,48858.86,73,1008.9
2025-06-28,13.9,14.5,12.1,5.30,5.30,0.00,11.2,22.0,2.88,0.00,91,1005.6
2025-06-29,13.4,14.8,7.5,18.40,18.40,0.00,31.3,58.3,4.65,2779.91,92,996.6
2025-06-30,13.2,13.7,8.7,8.90,8.90,0.00,26.6,53.3,5.94,8374.19,89,997.5
2025-07-01,14.8,14.6,10.8,0.10,0.10,0.00,24.1,45.0,8.83,1877.73,80,1007.1
2025-07-02,17.3,22.0,11.1,0.00,0.00,0.00,13.0,27.7,24.20,56606.36,76,1011.9
2025-07-03,21.5,27.4,16.7,0.00,0.00,0.00,18.0,32.4,25.28,59006.74,75,1009.2
2025-07-04,15.8,18.9,8.5,6.90,6.90,0.00,31.7,62.3,19.17,32706.42,64,1006.6
2025-07-05,13.8,17.1,7.8,3.10,3.10,0.00,17.6,37.1,16.73,30880.58,73,1011.4
2025-07-06,13.9,16.4,11.1,8.10,8.10,0.00,16.9,34.6,2.10,0.00,95,1005.9
2025-07-07,18.1,22.7,13.9,0.00,0.00,0.00,15.5,31.7,18.21,38493.54,84,1004.8
2025-07-08,17.5,20.1,12.7,3.10,3.10,0.00,29.9,55.1,6.73,10034.37,88,999.4
2025-07-09,15.5,19.5,10.0,3.90,3.90,0.00,16.9,32.0,14.76,30158.86,79,1011.0
2025-07-10,13.5,12.4,10.7,6.40,6.40,0.00,21.2,40.7,1.74,0.00,95,1013.1
2025-07-11,19.6,30.0,11.2,0.00,0.00,0.00,20.5,38.2,22.51,40266.88,87,1013.6
2025-07-12,24.7,34.3,21.9,0.00,0.00,0.00,11.2,24.8,24.45,46038.34,81,1015.5
2025-07-13,23.5,32.2,20.2,11.00,11.00,0.00,28.1,53.6,26.35,56446.33,79,1017.7
2025-07-14,23.0,31.2,19.7,11.80,11.80,0.00,13.7,48.2,21.63,53061.59,82,1015.0
2025-07-15,22.2,27.4,19.3,2.40,2.40,0.00,15.5,34.9,20.83,48906.93,81,1010.4
2025-07-16,21.7,26.9,16.1,0.00,0.00,0.00,14.0,27.0,27.59,57600.00,67,1008.2
2025-07-17,21.1,27.9,14.5,0.00,0.00,0.00,18.0,36.4,26.79,56721.80,63,1011.1
2025-07-18,20.1,24.2,12.1,0.00,0.00,0.00,13.3,30.2,27.60,57600.00,56,1016.5
2025-07-19,20.1,25.9,11.8,0.00,0.00,0.00,10.1,24.5,26.44,57600.00,63,1014.8
2025-07-20,20.6,25.4,13.1,0.00,0.00,0.00,14.4,32.0,18.32,48868.33,64,1010.9
2025-07-21,20.4,25.3,17.4,1.60,1.60,0.00,14.4,29.2,12.03,19429.42,82,1009.2
2025-07-22,21.4,25.3,17.8,0.00,0.00,0.00,15.1,32.8,21.57,47644.12,74,1008.2
2025-07-23,22.5,28.1,18.4,0.00,0.00,0.00,12.6,28.1,23.37,53933.95,69,1007.4
2025-07-24,23.2,29.5,15.7,0.00,0.00,0.00,7.6,22.3,26.25,57278.91,57,1009.3
2025-07-25,23.7,30.9,16.4,0.00,0.00,0.00,9.0,20.9,24.98,56870.46,56,1011.1
2025-07-26,23.5,29.5,17.4,0.00,0.00,0.00,10.8,25.6,23.54,56934.92,64,1011.0
2025-07-27,22.5,28.3,16.2,0.00,0.00,0.00,14.8,32.8,24.42,56916.06,69,1011.4
2025-07-28,23.0,28.0,18.7,0.00,0.00,0.00,16.2,33.5,18.81,51471.48,73,1011.3
2025-07-29,23.3,26.3,21.3,0.00,0.00,0.00,17.6,36.0,11.88,18723.18,64,1011.3
2025-07-30,24.6,31.5,17.7,0.00,0.00,0.00,13.0,30.2,23.93,52798.69,62,1012.8
2025-07-31,23.5,30.8,19.1,0.20,0.20,0.00,26.6,58.0,19.50,45538.70,69,1010.7
2025-08-01,20.8,28.5,16.4,10.00,10.00,0.00,23.4,48.2,17.37,37451.05,78,1007.7
2025-08-02,19.1,23.6,17.1,8.60,8.60,0.00,16.2,35.3,13.12,27817.52,85,1010.6
2025-08-03,19.8,26.3,13.0,0.00,0.00,0.00,8.6,20.5,22.18,54471.91,78,1018.5
2025-08-04,21.3,27.3,15.8,0.00,0.00,0.00,10.4,26.3,22.83,50206.92,74,1017.1
2025-08-05,20.1,25.7,16.6,0.10,0.10,0.00,18.0,35.6,15.39,43253.57,78,1010.2
2025-08-06,17.7,19.3,16.3,1.10,1.10,0.00,15.5,30.2,6.99,9580.26,85,1009.3
2025-08-07,15.5,19.0,12.0,4.30,4.30,0.00,17.3,36.7,13.85,32884.84,87,1013.0
2025-08-08,15.7,19.2,10.3,0.00,0.00,0.00,11.5,24.5,14.64,38482.75,83,1016.3
2025-08-09,16.7,19.5,12.0,0.00,0.00,0.00,14.4,30.6,16.96,46661.23,76,1017.1
2025-08-10,16.8,21.4,11.3,0.70,0.70,0.00,11.2,23.4,11.12,27208.76,83,1014.6
2025-08-11,17.4,19.0,14.0,0.00,0.00,0.00,20.5,41.4,12.05,26645.27,77,1012.0
2025-08-12,17.1,20.2,11.5,6.70,6.70,0.00,15.1,38.5,17.29,36000.00,74,1014.4
2025-08-13,16.0,18.3,10.5,0.00,0.00,0.00,16.6,33.8,21.19,50447.18,77,1018.3
2025-08-14,17.5,20.2,10.6,0.00,0.00,0.00,18.0,37.1,21.82,50400.00,67,1023.0
2025-08-15,18.2,23.0,8.8,0.00,0.00,0.00,14.0,28.8,18.84,46835.40,68,1021.4
2025-08-16,16.1,16.1,9.9,6.50,6.50,0.00,20.2,42.5,12.09,28800.00,76,1004.9
2025-08-17,13.2,15.8,7.7,0.10,0.10,0.00,10.1,24.1,13.18,33665.74,78,1003.9
2025-08-18,14.5,16.9,10.0,0.20,0.20,0.00,16.2,31.3,5.36,6228.42,88,1009.4
2025-08-19,15.4,18.4,9.0,0.80,0.80,0.00,17.3,36.4,10.48,18374.57,82,1006.0
2025-08-20,13.9,14.2,9.0,0.20,0.20,0.00,16.2,34.9,16.71,46988.58,67,1003.7
2025-08-21,11.0,14.5,3.6,5.00,5.00,0.00,13.3,37.8,15.03,34971.13,75,1007.3
2025-08-22,11.4,14.3,4.7,2.40,2.40,0.00,20.2,38.9,11.81,25383.62,84,1006.0
2025-08-23,11.3,13.3,7.2,3.00,3.00,0.00,12.6,30.2,7.54,13326.10,93,1001.5
2025-08-24,10.7,12.9,6.3,0.00,0.00,0.00,11.9,25.2,10.49,22567.45,90,1001.0
2025-08-25,9.9,11.9,6.1,3.40,3.40,0.00,14.0,31.7,7.48,8906.65,93,999.3
2025-08-26,11.1,12.3,8.5,3.20,3.20,0.00,11.9,23.0,4.97,377.27,94,1002.1
2025-08-27,11.4,13.5,6.3,7.50,7.50,0.00,18.7,34.6,7.90,12953.04,90,1007.9
2025-08-28,12.5,13.8,8.2,6.10,6.10,0.00,18.0,35.3,11.55,31363.76,86,1013.0
2025-08-29,11.8,13.6,6.2,9.40,9.40,0.00,15.1,28.4,4.13,5154.05,93,1012.0
2025-08-30,16.4,22.5,13.3,12.60,12.60,0.00,16.9,30.6,7.16,10800.00,94,1005.3
2025-08-31,15.9,17.4,15.3,0.60,0.60,0.00,10.1,20.9,4.29,0.00,91,1010.4
2025-09-01,14.6,16.0,11.0,4.00,4.00,0.00,12.6,23.8,3.69,2143.25,95,1013.4
2025-09-02,13.0,17.5,5.3,0.00,0.00,0.00,9.0,20.2,17.61,44086.46,79,1017.8
2025-09-03,13.7,18.3,4.9,0.00,0.00,0.00,15.1,31.7,17.02,44149.77,77,1017.9
2025-09-04,15.3,17.1,12.2,2.70,2.70,0.00,11.5,23.0,3.64,769.73,84,1018.4
2025-09-05,17.0,20.3,16.0,0.10,0.10,0.00,8.6,16.9,6.57,7718.29,91,1020.7
2025-09-06,18.9,23.6,17.4,0.00,0.00,0.00,11.9,25.2,10.68,25491.00,82,1024.2
2025-09-07,17.8,22.2,12.4,0.00,0.00,0.00,11.9,26.3,16.07,43200.00,76,1027.4
2025-09-08,16.0,21.9,8.3,0.00,0.00,0.00,9.0,22.0,16.02,43200.00,77,1027.9
2025-09-09,15.9,21.9,8.4,0.00,0.00,0.00,9.7,22.7,14.03,42616.18,79,1027.3
2025-09-10,17.5,22.4,12.5,0.00,0.00,0.00,10.8,24.5,13.13,34858.31,76,1028.4
2025-09-11,16.8,18.8,10.4,0.00,0.00,0.00,18.4,36.0,15.52,43200.00,66,1026.8
2025-09-12,16.4,16.9,9.1,0.00,0.00,0.00,22.0,43.2,14.17,43019.99,56,1025.1
2025-09-13,15.3,15.8,11.2,0.00,0.00,0.00,20.9,38.9,6.04,14708.70,71,1025.9
2025-09-14,15.3,18.4,9.8,0.00,0.00,0.00,22.3,41.8,10.16,21600.00,73,1024.3
